0000825208;Lightnin' Hopkins;;Blues;Acoustic Texas Blues, Blues Revival, Electric Blues, Electric Texas Blues, Regional Blues, Texas Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/325/MI0001325829.jpg?partner=allrovi.com
0000894956;Otis Rush;;Blues;Chicago Blues, Electric Chicago Blues, Modern Electric Chicago Blues, Regional Blues, Electric Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/399/MI0001399592.jpg?partner=allrovi.com
0000129547;"Clarence ""Gatemouth"" Brown";;"Blues, Folk, Pop/Rock, R&B;, Country";"Electric Blues, Electric Texas Blues, Jump Blues, Regional Blues, Texas Blues, Modern Electric Blues, Modern Electric Texas Blues, Rock & Roll, Early R&B;, Urban Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/409/MI0001409136.jpg?partner=allrovi.com
0000275401;Lonnie Johnson;;"Blues, Jazz, R&B;";"Acoustic Blues, Pre-War Country Blues, Regional Blues, St. Louis Blues, Jazz Blues, Country Blues, Piedmont Blues, Blues Revival, Early Jazz, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0001/460/MI0001460737.jpg?partner=allrovi.com
0000060726;Big Joe Turner;;"R&B;, Blues, Jazz, Pop/Rock";"Boogie-Woogie, Early R&B;, Jazz Blues, Jump Blues, Regional Blues, Stride, Urban Blues, West Coast Blues, Rock & Roll, Swing";http://cps-static.rovicorp.com/3/JPG_400/MI0001/397/MI0001397722.jpg?partner=allrovi.com
0000959770;Willie Dixon;;"Blues, Jazz, R&B;";"Chicago Blues, Electric Chicago Blues, Regional Blues, Acoustic Chicago Blues, Electric Blues, Slide Guitar Blues, Piano Blues, Early R&B;, Jive, Jump Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/329/MI0001329342.jpg?partner=allrovi.com
0000805298;Charles Brown;;"Blues, R&B;";"Piano Blues, Regional Blues, Urban Blues, West Coast Blues, Early R&B;, Texas Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/392/MI0001392463.jpg?partner=allrovi.com
0000064817;Big Walter Horton;;Blues;Chicago Blues, Electric Blues, Electric Chicago Blues, Electric Harmonica Blues, Electric Memphis Blues, Harmonica Blues, Juke Joint Blues, Modern Electric Blues, Regional Blues, Memphis Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/326/MI0001326550.jpg?partner=allrovi.com
0000753094;Son House;;Blues, Folk;Delta Blues, Regional Blues, Slide Guitar Blues, Country Blues, Acoustic Blues, Field Recordings, Pre-War Blues, Blues Revival, Work Songs;http://cps-static.rovicorp.com/3/JPG_400/MI0001/330/MI0001330963.jpg?partner=allrovi.com
0000343396;Roy Brown;;"R&B;, Blues, Pop/Rock";"Early R&B;, Jump Blues, Rock & Roll, Regional Blues, West Coast Blues, Urban Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/331/MI0001331110.jpg?partner=allrovi.com
0000186734;Freddie King;;"Blues, R&B;";"Electric Texas Blues, Modern Electric Blues, Regional Blues, Texas Blues, Early R&B;, Electric Blues, Modern Electric Texas Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/396/MI0001396021.jpg?partner=allrovi.com
